OBJECTID,NAME,ADDRESS,AREA_CODE,PHONE,SUITE,ST_NUM,PREFIX,STREET,CLASS,ID,X,Y,FIRE_ID,ZIP_ID,TYPE,SUFFIX,EDITOR,EDIT_DATE,STATE,CITY_ID,POLICE_ID_RMS,EXCLUDE,GLOBALID,SUBCLASS
3116,CONSERVATION REAL ESTATE GROUP,2507 CALLAWAY RD,,224-4400,#101,2507,,CALLAWAY,COM,1876,-84.30374608,30.47841704,202,32303,RD,,PENCEP,10/7/2016 0:00,FL,TALLAHASSEE,19,,{1F31B4D9-2F55-477D-A4C7-BC31B67B7B2B},599
3117,CONSIGNMENTS BY JANE,1415 TIMBERLANE RD,,668-2980,#319,1415,,TIMBERLANE,COM,1877,-84.25461761,30.5042181,900,32312,RD,,PENCEP,,FL,TALLAHASSEE,1,,{48B079FD-3E6B-403A-8E6C-59A86544A0F7},
3118,CONSTANCE B MOORE COUNSELING SERVICE,540 W BREVARD ST,,942-5048,E,540,W,BREVARD,COM,1878,-84.29020442,30.44923274,108,32301,ST,,PENCEP,11/12/2015 0:00,FL,TALLAHASSEE,15,,{E57714AE-8A10-4E23-A817-4949C3C2E7E1},599
3119,CONSTRUCTION RETRO-FIT,7014 UPLAND GLADE ST,,,,7014,,UPLAND GLADE,COM,8548,-84.27494724,30.5695801,1500,32312,,,PENCEP,8/10/2016 0:00,FL,TALLAHASSEE,1,,{6E9F7808-DBA2-45EC-B51C-A7F188092338},
3120,CONSTRUCTION SUPPORT SE,227 E VIRGINIA ST,,513-0300,,227,E,VIRGINIA,COM,1879,-84.28027052,30.44544967,101,32301,ST,,PENCEP,,FL,TALLAHASSEE,5,,{59866242-D722-4BC9-A6AE-DC8212322CDB},
3121,CHILDRENS MEDICAL SERVICES,2390 PHILLIPS RD,,487-2604,,2390,,PHILLIPS,MED,1880,-84.24640338,30.46026786,102,32308,RD,,PENCEP,3/10/2015 0:00,FL,TALLAHASSEE,6,,{D5F694EF-5EF8-43CB-BEAD-DB114699CDC9},341
3122,CONSULTING SOLUTIONS INTL,3512 MACLAY BLVD,,205-2111,#100,3512,,MACLAY,COM,1881,-84.25274949,30.5076863,900,32312,BLVD,,PENCEP,,FL,TALLAHASSEE,1,,{A89034B2-C1AB-465A-9180-F79E5468F6BA},599
3123,CONSUMER CREDIT COUNSELING SERVICE,1311 EXECUTIVE CENTER DR,,720-9537,#206,1311,,EXECUTIVE CENTER,COM,1882,-84.23472603,30.42645703,600,32301,DR,,PENCEP,9/7/2016 0:00,FL,TALLAHASSEE,8,,{D9A431D1-1CA3-4E62-A3AB-4CD4638B154C},599
3124,SCHOOL OF ARTS & SCIENCES AT THE CENTRE,2415 N MONROE ST,,999-8267,#2700,2415,N,MONROE,EDU,1883,-84.2905805,30.47433589,201,32303,ST,,PENCEP,8/17/2017 0:00,FL,TALLAHASSEE,19,,{C1559C5B-52D2-4FF7-8CE1-51F0C867EEF5},210
3125,CONTINENTAL HIGH APTS,1170 HIGH RD,,,,1170,,HIGH,AC,1884,-84.31368914,30.45624474,807,32304,RD,,PENCEP,,FL,TALLAHASSEE,18,,{EACB5B16-3E18-4E83-8DCA-93774BE88796},429
3126,CONTINENTAL OAKS TOWNHOMES,2001 CONTINENTAL AVE,,,,2001,,CONTINENTAL,AC,1885,-84.31557921,30.45513473,402,32304,AVE,,PENCEP,,FL,TALLAHASSEE,16,,{A1814F77-5300-4AE5-B92F-F66A31C4EA60},429
3127,CONTINENTAL OAKS TOWNHOMES,1051 OCALA RD,,,,1051,,OCALA,AC,1886,-84.31554732,30.45354522,402,32304,RD,,PENCEP,,FL,TALLAHASSEE,16,,{7E184AB0-481D-4FDF-800A-CED1D2CDEF10},429
3128,CONTINENTAL PARK APTS,2393 CONTINENTAL AVE,,224-0011,,2393,,CONTINENTAL,AC,1887,-84.32034134,30.45569196,402,32304,AVE,,PENCEP,,FL,TALLAHASSEE,18,,{0295BC30-F071-4219-9A82-4F6887A6C13D},429
3129,SOUTHEASTERN BEHAVIORAL HEALTH,310 BRADFORD RD,,,A,310,,BRADFORD,COM,4966,-84.27775792,30.46794015,201,32303,RD,,PENCEP,12/9/2019 0:00,FL,TALLAHASSEE,19,,{CDAB6040-705C-403F-A50C-C91B4678611A},342
3130,MARILYN K MORRIS ATTORNEY AT LAW,730 PARK AVE E,,425-28310,#02,730,,PARK,COM,4969,-84.27069654,30.44194424,104,32301,AVE,E,PENCEP,10/1/2014 0:00,FL,TALLAHASSEE,5,,{8654FDE9-2EC9-4DBC-8447-9B978C9A6BDC},599
3131,TOY NATION,2746 CAPITAL CIR NE,,445-0945,,2746,,CAPITAL ,COM,4970,-84.24110667,30.48892032,908,32308,CIR,NE,PENCEP,1/13/2017 0:00,FL,TALLAHASSEE,4,,{8307C940-6A27-4567-B989-446092CAAEE2},
3132,MARINE CORP RESERVE CENTER,2910 ROBERTS AVE,,574-3147,,2910,,ROBERTS,COM,4971,-84.33637627,30.4297665,401,32310,AVE,,PENCEP,12/1/2016 0:00,FL,TALLAHASSEE,13,,{00FB0723-659A-4262-A06E-9784265698EE},
3133,MARK B CARR CPA,2878 REMINGTON GREEN CIR,,383-1041,,2878,,REMINGTON GREEN ,COM,4973,-84.24477926,30.49157412,908,32308,CIR,,PENCEP,,FL,TALLAHASSEE,4,,{A5C2909B-1A60-4B4C-A549-3CF51F63287B},599
3134,MARK FREUND PA,1695 METROPOLITAN CIR,,,#04,1695,,METROPOLITAN ,COM,4975,-84.2498441,30.4977203,908,32308,CIR,,PENCEP,,FL,TALLAHASSEE,3,,{6A08F5CB-CB7F-4229-93C9-E0FF52681F0C},599
3135,MARK GRIESBACH ARCHITECT,414 E 7TH AVE,,561-8311,,414,E,7TH,COM,4976,-84.27593878,30.45754939,109,32303,AVE,,PENCEP,,FL,TALLAHASSEE,4,,{D705F75B-F219-4667-BCDB-BFF08F5FA42F},599
3136,MARK HERRON PA,215 S MONROE ST,,567-4878,#701,215,S,MONROE,COM,4977,-84.28029091,30.44023917,105,32301,ST,,PENCEP,,FL,TALLAHASSEE,5,,{ED1A63E6-5EE7-43B9-BA84-2EB0A4A78CFE},599
3137,RONALD A HARRIS,1325 MAHAN DR,,878-1205,,1325,,MAHAN,COM,6411,-84.26168376,30.44770689,101,32308,DR,,PENCEP,12/20/2016 0:00,FL,TALLAHASSEE,5,,{999A1753-E245-48E8-A250-E1E83058C2C3},
3138,RONALD MCDONALD HOUSE,712 E 7TH AVE,,222-0056,,712,E,7TH,MED,6415,-84.27079291,30.45778953,109,32303,AVE,,PENCEP,,FL,TALLAHASSEE,4,,{3788E134-A270-4065-ABEF-E5C71076F5FA},331
3139,RONALD N CUMMINGS DDS PA,1378 TIMBERLANE RD,,893-5018,,1378,,TIMBERLANE,MED,6416,-84.25655526,30.50396062,900,32312,RD,,PENCEP,6/25/2014 0:00,FL,TALLAHASSEE,1,,{E4B98CC1-C647-41FD-A2CC-21A3DB54C052},342
3140,ROSE PRINTING COMPANY,2503 JACKSON BLUFF RD,,576-4151,,2503,,JACKSON BLUFF,COM,6419,-84.3291261,30.43413608,401,32304,RD,,PENCEP,4/3/2018 0:00,FL,TALLAHASSEE,14,,{42AE168A-B771-4DDF-B1A3-C7901F68AF29},
3141,"ROSE,SUNDSTROM & BENTLEY",2548 BLAIRSTONE PINES DR,,877-6555,,2548,,BLAIRSTONE PINES,COM,8582,-84.25023639,30.42729754,600,32301,DR,,PENCEP,,FL,TALLAHASSEE,8,,{974C7603-D392-48BA-8523-5A35E0E15F57},
3142,ROSELAWN CEMETERY,801 PIEDMONT DR,,,,801,,PIEDMONT,REL,6420,-84.26819372,30.48670196,901,32312,DR,,PENCEP,,FL,TALLAHASSEE,3,,{9B594CC4-D5C8-4AF6-A406-CA4DC010293D},938
3143,ROSEN RENTALS,502 E JENNINGS ST,,222-0665,,502,E,JENNINGS,COM,6421,-84.27695399,30.42878887,301,32301,ST,,PENCEP,,FL,TALLAHASSEE,7,,{6DCD75EB-E362-4D30-92D9-D4F62A51484B},
3144,ROSENBAUM ENGINEERING,1705 S GADSDEN ST,,222-5678,,1705,S,GADSDEN,COM,6422,-84.27783331,30.42605593,301,32301,ST,,PENCEP,,FL,TALLAHASSEE,7,,{554E5AB3-562A-43F3-999D-4D25AE7D1D35},599
3145,ROSLUNDS PAINT & BODY SHOP,3138 W THARPE ST,,580-3499,,3138,W,THARPE,COM,6424,-84.35277496,30.46477028,800,32303,ST,,PENCEP,,FL,TALLAHASSEE,17,,{D5C5E4BF-919A-45DC-9FA5-4973F4C2F481},
3146,STEPHEN C OCONNELL JR CPA,1351 MAHAN DR,,877-8780,,1351,,MAHAN,COM,6976,-84.26062007,30.44783532,101,32308,DR,,PENCEP,12/20/2016 0:00,FL,TALLAHASSEE,5,,{D4C31024-E2CA-48FC-BB9E-FEF802B8E8E7},599
3147,"STEPHEN D CUTRIGHT, CPA",273 PINEWOOD DR,,,,273,,PINEWOOD,COM,8694,-84.27924748,30.47234356,201,32303,DR,,PENCEP,,FL,TALLAHASSEE,19,,{1361FE0D-72CC-4483-A48E-4818A46ECDE6},599
3148,STEPHEN FERRELL ROOFING,656 CAPITAL CIR NE,,656-3978,B,656,,CAPITAL ,COM,6977,-84.22886408,30.4451774,603,32301,CIR,NE,PENCEP,12/1/2016 0:00,FL,TALLAHASSEE,6,,{7C4563FA-0FD6-4371-812C-FE55072A8024},
3149,STEPHEN KNIGHT & ASSOCIATES,1315 E LAFAYETTE ST,,513-3151,C,1315,E,LAFAYETTE,COM,6978,-84.2612237,30.43504983,300,32301,ST,,PENCEP,,FL,TALLAHASSEE,8,,{01490A6E-52C0-4670-BCE1-ACE143B76F7E},
3150,STEPHEN L WRIGHT PHD,1320 CHERRY LAUREL ST,,877-5655,,1320,,CHERRY LAUREL,COM,6979,-84.26203971,30.44882751,101,32308,ST,,PENCEP,,FL,TALLAHASSEE,5,,{28C5937C-27F2-463D-8FEA-BA1234E20DF8},
3151,FOMA,2007 APALACHEE PKWY,,878-3056,,2007,,APALACHEE,COM,6980,-84.24607139,30.43037155,600,32301,PKWY,,PENCEP,,FL,TALLAHASSEE,8,,{790E330F-A08C-4842-9431-A4076315C011},599
3152,STEPHEN S DOBSON III PA,610 N DUVAL ST,,224-2683,,610,N,DUVAL,COM,6981,-84.28345346,30.44844341,100,32301,ST,,PENCEP,,FL,TALLAHASSEE,15,,{0A16ED5F-81B0-44CB-A9E7-BFE70D12F3EB},599
3153,M L QUISENBERRY CONSTRUCTION,1738 THOMASVILLE RD,,386-6560,#109,1738,,THOMASVILLE,COM,4880,-84.27248468,30.46324314,109,32303,RD,,PENCEP,,FL,TALLAHASSEE,3,,{D9F40653-43C7-4754-B364-2AA6FF4B7C6B},
3154,M&K FOOD MART,2621 SPRINGHILL RD,,575-1795,,2621,,SPRINGHILL,COM,4874,-84.30509855,30.40801708,301,32310,RD,,PENCEP,,FL,TALLAHASSEE,11,,{46549923-1E2A-4387-BA83-428736333896},
3155,M&M MONOGRAMMING,217 3RD AVE E,,514-3148,,217,E,3RD,COM,4877,-84.27999529,30.45235693,109,32303,AVE,,PENCEP,,FL,TALLAHASSEE,5,,{866DB0A3-2B0C-4253-94D5-B7746D5B575A},
3156,MABRY MANOR PARK,2707 VILLAMORE ST,,,,2707,,VILLAMORE,REC,4884,-84.33225962,30.42478628,401,32310,ST,,PENCEP,7/24/2017 0:00,FL,TALLAHASSEE,13,,{C9B03326-E9BD-4530-BE1D-436954607503},938
3157,MABRY PARK,1615 MABRY ST,,,,1615,,MABRY,REC,4885,-84.32992591,30.42605204,401,32310,ST,,PENCEP,7/24/2017 0:00,FL,TALLAHASSEE,13,,{74906D40-C808-41F0-9176-3C64EA1E85DA},938
3158,MYSTIC WOODS APTS,317 MABRY ST,,576-1188,,317,,MABRY,AC,4886,-84.32680813,30.43944951,400,32304,ST,,PENCEP,3/4/2015 0:00,FL,TALLAHASSEE,14,,{62686DA4-DF11-47CC-AC91-F27B382296B9},429
3159,MACEDONIA PRIMITIVE BAPTIST CHURCH,1027 DEWEY ST,,222-7129,,1027,,DEWEY,REL,4888,-84.2937644,30.45248205,108,32304,ST,,PENCEP,,FL,TALLAHASSEE,15,,{CF1DC4E4-E10C-4156-88DD-EACD5CA46A79},131
3160,MACLAY GARDENS STATE PARK,3540 THOMASVILLE RD,,487-4115,,3540,,THOMASVILLE,REC,4889,-84.25577082,30.52119235,900,32309,RD,,PENCEP,,FL,TALLAHASSEE,1,,{73C462E5-22C9-4BC2-AEA9-343DA2BA890A},938
3161,MACLAY SCHOOL,3737 N MERIDIAN RD,,893-2138,,3737,N,MERIDIAN,EDU,4890,-84.27601688,30.52415451,900,32312,RD,,PENCEP,,FL,TALLAHASSEE,1,,{9C728671-A4EE-43DE-8F05-580922B91219},210
3162,MACON PARK,2950 GRADY RD,,,,2950,,GRADY,REC,4891,-84.29040931,30.48665783,203,32312,RD,,PENCEP,,FL,TALLAHASSEE,19,,{47DA2DBE-CDD5-432D-A2E5-6D6C7F06B31B},938
3163,EVERALL D PERKINS PA,234 OFFICE PLAZA DR,,878-3131,,234,,OFFICE PLAZA,COM,2557,-84.25991104,30.44453645,104,32301,DR,,PENCEP,,FL,TALLAHASSEE,5,,{CF09A152-2E0F-4180-8256-AAB2A9A88B6B},599
3164,EVERETT P ANDERSON ATTY AT LAW,1300 TIMBERLANE RD,,893-7353,,1300,,TIMBERLANE,COM,2559,-84.25796504,30.50450301,900,32312,RD,,PENCEP,12/20/2019 0:00,FL,TALLAHASSEE,1,,{746458F8-B6FC-4092-B2B5-3A9BCFF68CE9},599
3165,EVERETTS HAULING,3421 MIAMI RD,,443-6543,,3421,,MIAMI,COM,2560,-84.21674508,30.42933914,600,32311,RD,,PENCEP,,FL,TALLAHASSEE,6,,{1BA4D011-44C0-458B-8C58-5D15813DE82D},
3166,ACROTEKS,2360 CHRISTOPHER PL,,942-6009,#02,2360,,CHRISTOPHER ,COM,127,-84.23796953,30.4836787,908,32308,PL,,PENCEP,,FL,TALLAHASSEE,4,,{F99B736C-F063-4716-AD4D-2A23CC99D65E},580
3167,CAREER SOURCE FLORIDA,2308 KILLEARN CENTER BLVD,,378-1021,#100,2308,,KILLEARN CENTER,COM,128,-84.24192519,30.50390187,900,32309,BLVD,,PENCEP,9/26/2017 0:00,FL,TALLAHASSEE,2,,{A1B428C1-634C-46A4-8988-3AEB5817D0C3},599
3168,ACS,1872 MILL ST,,574-0200,D10,1872,,MILL,COM,129,-84.29973447,30.42478475,301,32310,ST,,PENCEP,,FL,TALLAHASSEE,10,,{45A2E0E8-FD9B-4C0C-8403-B0608F436D32},599
3169,ACS-XEROX BUSINESS SERVICES,2324 KILLEARN CENTER BLVD,,201-1402,,2324,,KILLEARN CENTER,COM,130,-84.24013879,30.50263965,900,32309,BLVD,,PENCEP,1/13/2017 0:00,FL,TALLAHASSEE,2,,{E681B764-D056-4D6A-9625-091C33420440},580
3170,ACTION AUTO REPAIR,504 W GAINES ST,,222-6346,,504,W,GAINES,COM,133,-84.28882247,30.43570357,105,32301,ST,,PENCEP,,FL,TALLAHASSEE,10,,{299CB305-4CD1-4C0C-A4D6-5A7E92B82D91},579
3171,ACTION CLEANING,3374 GARBER DR,,576-8686,,3374,,GARBER,COM,8517,-84.35347936,30.46658753,800,32303,DR,,PENCEP,,FL,TALLAHASSEE,17,,{B1EB1549-0E25-401C-B54B-3A9DA52C3989},
3172,ACTION ENTERTAINMENT,306 N MERIDIAN ST,,510-2455,#1/2,306,N,MERIDIAN,COM,134,-84.27724811,30.44531679,101,32301,ST,,PENCEP,,FL,TALLAHASSEE,5,,{7A31C1AB-EF2A-416F-935C-47C381BA60F8},
3173,ECHO OUTREACH MINISTRIES,1707 S GADSDEN ST,,,,1707,S,GADSDEN,REL,135,-84.27783174,30.42578146,301,32301,ST,,PENCEP,9/27/2017 0:00,FL,TALLAHASSEE,7,,{0CCCC7B1-B20D-4D0A-B5CD-2422778FED8F},131
3174,ACTION LEGAL COPY SERVICE,200 E COLLEGE AVE,,425-2679,,200,E,COLLEGE,COM,136,-84.28026935,30.44084738,105,32301,AVE,,PENCEP,9/22/2014 0:00,FL,TALLAHASSEE,5,,{992A2C48-1B20-4E3D-8447-88CF22EC03C8},
3175,HOUSE OF LLECTRICK ,926 W THARPE ST,,,#01,926,W,THARPE,COM,137,-84.298071,30.46391501,202,32303,ST,,PENCEP,10/18/2018 0:00,FL,TALLAHASSEE,19,,{2AFC74E9-C6AC-4800-B175-B44EE0554272},
3176,COLLEGE CLUB TOWNHOMES,2833 S ADAMS ST,,325-1700,,2833,S,ADAMS,AC,138,-84.28292425,30.40973304,301,32301,ST,,PENCEP,10/1/2014 0:00,FL,TALLAHASSEE,11,,{ED4774D8-6C79-4DD6-8C4C-EC8054C4C7FF},429
3177,ACTION PEST CONTROL,702 TRUETT DR,,385-9939,,702,,TRUETT,COM,139,-84.27100188,30.4672071,201,32303,DR,,PENCEP,,FL,TALLAHASSEE,3,,{ECD53D71-A61C-44B8-A477-024BF7D269B8},
3178,ACTION PEST CONTROL OF NW FL,1241 W THARPE ST,,385-9939,C-13,1241,W,THARPE,COM,140,-84.30371699,30.4630467,807,32303,ST,,PENCEP,6/22/2017 0:00,FL,TALLAHASSEE,18,,{070A8321-1C5F-4E77-BCDE-6233DEC39A60},
3179,ACUPUNCTURE PAIN RELIEF CENTER,2631 S BLAIR STONE RD,,222-7149,,2631,S,BLAIR STONE,MED,143,-84.24866792,30.42370233,600,32301,RD,,PENCEP,,FL,TALLAHASSEE,8,,{8D2E70B5-8E6D-49EA-8C88-2C0055E5CEA6},341
3180,CONTINUM CARE & PERSONAL CARE MGMT & CONS,322 BEARD ST,,385-4300,,322,,BEARD,COM,1888,-84.2770146,30.45548476,109,32303,ST,,PENCEP,,FL,TALLAHASSEE,5,,{C5995DA1-3E6F-4E2E-8062-174F7D5245A2},599
3181,CONTRACT HARDWARE OF FLORIDA,5155 W THARPE ST,,580-2495,,5155,W,THARPE,COM,1890,-84.36435055,30.46289121,402,32303,ST,,PENCEP,,FL,TALLAHASSEE,17,,{3D63661F-A6F8-41CE-82EC-2A476A472B1F},599
3182,EAT N TAKEOUT,2039 W PENSACOLA ST,,,,2039,W,PENSACOLA,RST,4089,-84.31822798,30.44020014,400,32304,ST,,PENCEP,5/28/2019 0:00,FL,TALLAHASSEE,14,,{136C1B88-318D-44B5-AAD5-56380362841D},161
3183,JAMES B MEYER ATTORNEY AT LAW,111 W BLOXHAM ST,,222-7774,,111,W,BLOXHAM,COM,4092,-84.28264018,30.43438862,105,32301,ST,,PENCEP,10/11/2015 0:00,FL,TALLAHASSEE,10,,{39DC4894-8B63-44DC-B4A5-85B46CBD8F21},599
3184,SANDERS HOLLOWAY RYAN CPAS,2878 MAHAN DR,,878-2494,,2878,,MAHAN,COM,4093,-84.22990698,30.46134106,604,32308,DR,,PENCEP,2/12/2015 0:00,FL,TALLAHASSEE,6,,{33A8F7CA-E4B3-405C-9637-8634C136A006},599
3185,INSURANCE CONSULTING,850 PARK AVE E,,222-2721,A,850,,PARK,COM,3991,-84.26780047,30.44215208,104,32301,AVE,E,PENCEP,,FL,TALLAHASSEE,5,,{EAD2C36D-857C-4FD1-BCD8-41296B9C458B},
3186,DIRECT AUTO INSURANCE,737 N MONROE ST,,224-9400,,737,N,MONROE,COM,3992,-84.28038641,30.45004389,109,32303,ST,,PENCEP,11/12/2013 0:00,FL,TALLAHASSEE,5,,{E0401A39-A874-401C-856F-4F06E9F2404A},579
3187,INSURANCE SERVICING AND ADJUSTING,3834 KILLEARN CENTER CT,,893-1785,,3834,,KILLEARN CENTER,COM,3993,-84.24735308,30.50501453,900,32309,CT,,PENCEP,10/7/2016 0:00,FL,TALLAHASSEE,2,,{4FDD32B0-109E-451D-A79B-DDB21BBF8668},
3188,INSURANCE SOLUTIONS,1949 RAYMOND DIEHL RD,,383-0945,,1949,,RAYMOND DIEHL,COM,3994,-84.24549649,30.49990425,908,32308,RD,,PENCEP,6/25/2014 0:00,FL,TALLAHASSEE,4,,{21FAE657-DEC5-4BE8-AFFC-B28CC01380C8},
3189,INSYSCO,848 E COLLEGE AVE,,222-8983,#01,848,E,COLLEGE,COM,3995,-84.26788976,30.44105228,104,32301,AVE,,PENCEP,10/1/2014 0:00,FL,TALLAHASSEE,5,,{51CA7C6A-1697-45BF-A4F2-61F950A684A2},
3190,INTEGRATED AQUATIC SYSTEMS,3120 W THARPE ST,,,,3120,W,THARPE,COM,3996,-84.352179,30.46492332,800,32303,ST,,PENCEP,,FL,TALLAHASSEE,17,,{B0459B9C-762C-4EC7-9FE2-77BD96B41388},
3191,INTEGRATED FACILITIES SYSTEMS,116 HAMILTON PARK DR,,,A,116,,HAMILTON PARK,COM,5025,-84.34371856,30.43645434,400,32304,DR,,PENCEP,6/25/2014 0:00,FL,TALLAHASSEE,14,,{16418C64-6298-42A3-BD51-9D06A0E86564},
3192,MANDISA NGOZI HAIR CARE,1908 MICCOSUKEE RD,,878-8999,,1908,,MICCOSUKEE,COM,8395,-84.25031778,30.45964546,110,32308,RD,,PENCEP,12/3/2019 0:00,FL,TALLAHASSEE,4,,{3403EFE7-AB9F-472B-8AB9-06E9CEE40FE5},557
3193,INTEGRISOURCE,1736 W PAUL DIRAC DR,,575-5454,#11,1736,W,PAUL DIRAC,COM,8335,-84.3234376,30.42621073,401,32310,DR,,PENCEP,3/10/2015 0:00,FL,TALLAHASSEE,13,,{42966B47-DA16-4671-AC89-2CFC02F47DD2},
3194,DATA MED,1815 MICCOSUKEE COMMONS DR,,570-8220,#104,1815,,MICCOSUKEE COMMONS,COM,8324,-84.2318201,30.46734162,102,32308,DR,,PENCEP,6/27/2017 0:00,FL,TALLAHASSEE,6,,{79C6C9E5-C5BD-4A4D-AB77-685D77BA0AB6},
3195,INTENSIVE CRISIS COUNSELING SERVICE,2834 REMINGTON GREEN CIR,,552-0900,#202,2834,,REMINGTON GREEN ,COM,3999,-84.2428098,30.49021797,908,32308,CIR,,PENCEP,,FL,TALLAHASSEE,4,,{AFD148E0-93BA-4DFE-BE4E-7C9BA16FED23},
3196,ALCOHOLICS ANONYMOUS,1106 THOMASVILLE RD,,224-1818,H,1106,,THOMASVILLE,COM,4000,-84.27935777,30.45405473,109,32303,RD,,PENCEP,,FL,TALLAHASSEE,5,,{55A45214-3BC9-4BF0-8D91-83B4FC33655B},
3197,MANDARIN EXPRESS,1500 APALACHEE PKWY,,656-2760,#1055,1500,,APALACHEE,COM,5037,-84.25378883,30.43695575,600,32301,PKWY,,PENCEP,8/23/2017 0:00,FL,TALLAHASSEE,5,,{727EC033-D7F7-4C89-A6BE-AA992CD7BCBF},
3198,ROSLUND'S PAINT & BODY SHOP,3143 W THARPE ST,,580-3499,A,3143,W,THARPE,COM,8524,-84.35248344,30.46387711,800,32303,ST,,PENCEP,,FL,TALLAHASSEE,17,,{9EFBC952-DDC4-4448-947A-A1FE7D59111F},
3199,ROSS CHRISTIAN BOOKSTORE,1124 ORANGE AVE W,,575-4775,,1124,,ORANGE,COM,6425,-84.30213107,30.41281013,301,32310,AVE,W,PENCEP,,FL,TALLAHASSEE,11,,{98AEE2F5-0B66-4BFB-B4AE-D68E25DC9585},549
3200,ROSS DRESS FOR LESS,1233 APALACHEE PKWY,,656-2325,,1233,,APALACHEE,COM,6426,-84.26304442,30.43632997,300,32301,PKWY,,PENCEP,,FL,TALLAHASSEE,7,,{AE8A1D1A-3966-44EC-910F-963A6F957011},
3201,ROSS DRESS FOR LESS,2415 N MONROE ST,,385-8989,#140,2415,N,MONROE,COM,8599,-84.29323472,30.47634125,201,32303,ST,,PENCEP,1/13/2015 0:00,FL,TALLAHASSEE,19,,{25AAD7B8-378D-4B9E-9D8D-F9053E69CE78},
3202,ROTAN COUNSELING OFFICE,1018 THOMASVILLE RD,,575-3167,N,1018,,THOMASVILLE,COM,6428,-84.27929985,30.45321496,109,32303,RD,,PENCEP,,FL,TALLAHASSEE,5,,{7CD5A846-FF5A-4D97-AD91-08CCC1DFD3FF},
3203,ROTO-ROOTER,1213 COMMERCIAL PARK DR,,386-5614,,1213,,COMMERCIAL PARK,COM,6429,-84.30227193,30.46240858,807,32303,DR,,PENCEP,,FL,TALLAHASSEE,18,,{43E29EF4-73EB-4778-BDC0-41FE81F17B34},
3204,MEDICAL REHABILITATION SPECIALIST,1803 MICCOSUKEE RD,,402-0200,,1803,,MICCOSUKEE,COM,5103,-84.25385025,30.45689715,101,32308,RD,,PENCEP,,FL,TALLAHASSEE,5,,{F3A1C731-BAE1-49AF-A00B-7738CC2FCC15},
3205,ALLSTATE INSURANCE,2742 CAPITAL CIR NE,,893-1234 ,,2742,,CAPITAL ,COM,5105,-84.24098344,30.48899955,908,32308,CIR,NE,PENCEP,2/19/2020 0:00,FL,TALLAHASSEE,4,,{7E198FCF-EFD8-4A67-987E-A0D763DE64FA},599
3206,KELLER INTERIORS,1505 CAPITAL CIR NW,,576-4541,A,1505,,CAPITAL ,COM,8298,-84.36105307,30.47172593,800,32303,CIR,NW,PENCEP,7/25/2019 0:00,FL,TALLAHASSEE,17,,{F9F3F1C1-E7E7-4D99-98D0-5EC5BEA65C65},539
3207,MEENAS CLASSIC TOUCH,2074 THOMASVILLE RD,,385-1618,,2074,,THOMASVILLE,COM,5107,-84.26691473,30.47024515,201,32308,RD,,PENCEP,,FL,TALLAHASSEE,3,,{F5528356-2702-448B-8910-281E422B077B},
3208,MEGAS CORP,1590 VILLAGE SQUARE BLVD,,668-3922,#01,1590,,VILLAGE SQUARE,COM,5108,-84.24471265,30.50753099,900,32309,BLVD,,PENCEP,,FL,TALLAHASSEE,2,,{C247DE3A-3F06-47B7-BCF3-A493D97C9B4C},
3209,1000 FRIENDS OF FLORIDA,308 N MONROE ST,,,,308,N,MONROE,COM,8391,-84.28083909,30.4451172,105,32301,ST,,PENCEP,4/6/2018 0:00,FL,TALLAHASSEE,15,,{8AEE6A3B-F6E5-4779-AF4B-426D7D361A73},599
3210,MELANIE R YALE LMT,1102 HAYS ST,,386-5629,,1102,,HAYS,COM,5110,-84.26443083,30.44288381,104,32301,ST,,PENCEP,10/1/2014 0:00,FL,TALLAHASSEE,5,,{FA1F1726-BD8E-40C3-A3BC-379A606FDB3A},557
3211,MELTING POT,2727 N MONROE ST,,386-7440,,2727,N,MONROE,RST,5112,-84.30079868,30.47960697,202,32303,ST,,PENCEP,,FL,TALLAHASSEE,19,,{0E227E66-1ED9-4319-96CF-240D7C4A0C14},161
3212,MERCER FEARINGTON PA,210 S MONROE ST,,224-1215,,210,S,MONROE,COM,5115,-84.28105637,30.44022993,105,32301,ST,,PENCEP,,FL,TALLAHASSEE,15,,{B10B1891-E45D-4601-84B2-C59B8912A2EF},599
3213,MEREDITH RUSSELL,809 BAKER ST,,322-5452,,809,,BAKER,COM,5118,-84.26937478,30.44981892,101,32308,ST,,PENCEP,,FL,TALLAHASSEE,5,,{F38A2488-ECE2-410F-8267-24FD3F69F26A},
3214,MACTEC ENGINEERING & CONSULTING,2533 GREER RD,,656-1293,#06,2533,,GREER,COM,4892,-84.23644087,30.48624115,908,32308,RD,,PENCEP,,FL,TALLAHASSEE,4,,{FC424131-53A8-44E2-BF5E-48CF78B44969},599
3215,MAD DOG CONSTRUCTION,1203 MICCOSUKEE RD,,878-8272,,1203,,MICCOSUKEE,COM,4894,-84.2644488,30.45421612,101,32308,RD,,PENCEP,1/14/2014 0:00,FL,TALLAHASSEE,5,,{DCE86471-2A72-4D9E-B8A0-3D1FE383163E},
