FID,ZIP,OBJECTID_1,DEPCODE,COUNTYNAME,FieldMatch,POName,Places,OBJECTID_12,ZIPX,c_places,Cases_1,LabelY,SHAPE_Length,SHAPE_Area
663,33480,1078,50,Palm Beach,Palm Beach-33480,Palm Beach,"Lantana, Lake Worth, South Palm Beach, Palm Beach",814,Palm Beach-33480,"Palm Beach, South Palm Beach",33,33,0.422961003,0.001800944
664,33483,1079,50,Palm Beach,Palm Beach-33483,Delray Beach,"Briny Breezes, Boca Raton, Delray Beach, Gulf Stream, Boynton Beach, Highland Beach",815,Palm Beach-33483,Delray Beach,28,28,0.219201958,0.001021031
665,33484,1080,50,Palm Beach,Palm Beach-33484,Delray Beach,Delray Beach,816,Palm Beach-33484,"Delray Beach, West Delray Beach",152,152,0.171670693,0.001468007
666,33486,1082,50,Palm Beach,Palm Beach-33486,Boca Raton,"Deerfield Beach, Boca Raton",817,Palm Beach-33486,Boca Raton,121,121,0.164186615,0.001286022
667,33487,1083,50,Palm Beach,Palm Beach-33487,Boca Raton,"Boca Raton, Delray Beach, Highland Beach",818,Palm Beach-33487,Boca Raton,40,40,0.199018265,0.001708531
668,33493,1084,50,Palm Beach,Palm Beach-33493,South Bay,South Bay,819,Palm Beach-33493,South Bay,211,211,0.614067991,0.01313176
669,33496,1085,50,Palm Beach,Palm Beach-33496,Boca Raton,Boca Raton,820,Palm Beach-33496,Boca Raton,52,52,0.228812691,0.002444937
670,33498,1086,50,Palm Beach,Palm Beach-33498,Boca Raton,Wellington,821,Palm Beach-33498,Boca Raton,38,38,0.262183948,0.002841279
671,33510,1087,29,Hillsborough,Hillsborough-33510,Brandon,"Brandon, East Lake-Orient Park, Mango, Seffner",421,Hillsborough-33510,Brandon,45,45,0.225463902,0.001983431
672,33511,1088,29,Hillsborough,Hillsborough-33511,Brandon,"Bloomingdale, Brandon, Riverview",422,Hillsborough-33511,Brandon,93,93,0.356260008,0.003768228
673,33513,1091,60,Sumter,Sumter-33513,Bushnell,"Bushnell, Istachatta, Nobleton",1041,Sumter-33513,Bushnell,121,121,0.904360171,0.026492426
674,33514,1093,60,Sumter,Sumter-33514,Center Hill,"Center Hill, Wildwood",1042,Sumter-33514,,0,0,0.514076951,0.00685637
675,33523,1094,27,Hernando,Hernando-33523,Dade City,"Lacoochee, Ridge Manor",399,Hernando-33523,,0,0,0.454362026,0.00197773
676,33523,1095,51,Pasco,Pasco-33523,Dade City,"Dade City, Dade City North, Lacoochee, Trilby",825,Pasco-33523,Dade City,9,9,1.179440564,0.023442886
677,33525,1097,51,Pasco,Pasco-33525,Dade City,"St. Leo, San Antonio, Dade City, Connerton, Dade City North, Pasadena Hills",826,Pasco-33525,Dade City,49,49,1.372284448,0.028287895
678,33527,1100,29,Hillsborough,Hillsborough-33527,Dover,"Brandon, Dover, Fish Hawk, Thonotosassa, Valrico",423,Hillsborough-33527,Dover,22,22,0.613830573,0.00714454
679,33534,1101,29,Hillsborough,Hillsborough-33534,Gibsonton,"Apollo Beach, Gibsonton, Riverview",424,Hillsborough-33534,Gibsonton,20,20,0.571576769,0.003437148
680,33538,1104,60,Sumter,Sumter-33538,Lake Panasoffkee,"Bushnell, Lake Panasoffkee",1043,Sumter-33538,Lake Panasoffkee,22,22,0.903262398,0.019018136
681,33540,1105,29,Hillsborough,Hillsborough-33540,Zephyrhills,Crystal Springs,425,Hillsborough-33540,,0,0,0.26673374,9.70E-04
682,33540,1106,51,Pasco,Pasco-33540,Zephyrhills,"Zephyrhills, Crystal Springs, Pasadena Hills, Zephyrhills North, Zephyrhills South",827,Pasco-33540,Zephyrhills,6,6,0.596229736,0.008076982
683,33541,1109,51,Pasco,Pasco-33541,Zephyrhills,"Zephyrhills, Pasadena Hills, Wesley Chapel, Zephyrhills South, Zephyrhills West",828,Pasco-33541,Zephyrhills,11,11,0.470436125,0.00494221
684,33542,1110,51,Pasco,Pasco-33542,Zephyrhills,"Zephyrhills, Pasadena Hills, Zephyrhills North, Zephyrhills South, Zephyrhills West",829,Pasco-33542,Zephyrhills,21,21,0.262083124,0.002583683
685,33543,1112,51,Pasco,Pasco-33543,Wesley Chapel,"Tampa, Pasadena Hills, Wesley Chapel",830,Pasco-33543,"Wesley Chapel, Zephyrhills",24,24,0.344011054,0.006285493
686,33544,1114,51,Pasco,Pasco-33544,Wesley Chapel,"Tampa, Wesley Chapel",831,Pasco-33544,"Wesley Chapel, Zephyrhills",26,26,0.522402698,0.006882271
687,33545,1115,51,Pasco,Pasco-33545,Wesley Chapel,"Pasadena Hills, Wesley Chapel",832,Pasco-33545,Wesley Chapel,22,22,0.406795931,0.00642851
688,33547,1116,29,Hillsborough,Hillsborough-33547,Lithia,"Bloomingdale, Fish Hawk, Riverview, Valrico",426,Hillsborough-33547,Lithia,9,9,1.080374579,0.03666297
689,33547,1118,53,Polk,Polk-33547,Lithia,Mulberry,901,Polk-33547,,0,0,0.48571332,9.81E-04
690,33548,1119,29,Hillsborough,Hillsborough-33548,Lutz,"Cheval, Lake Magdalene, Lutz, Northdale",427,Hillsborough-33548,Lutz,5,5,0.281353597,0.001895321
691,33548,1120,51,Pasco,Pasco-33548,Lutz,"Land O' Lakes, Lutz",833,Pasco-33548,,0,0,0.050461475,7.84E-05
692,33549,1121,29,Hillsborough,Hillsborough-33549,Lutz,"Lake Magdalene, Land O' Lakes, Lutz, University",428,Hillsborough-33549,Lutz,11,11,0.275317044,0.002647024
693,33549,1122,51,Pasco,Pasco-33549,Lutz,"Land O' Lakes, Lutz",834,Pasco-33549,Lutz,<5,-2,0.108927577,5.86E-04
694,33556,1123,29,Hillsborough,Hillsborough-33556,Odessa,"Citrus Park, East Lake, Keystone, Northdale, Odessa, Trinity, Westchase",429,Hillsborough-33556,Odessa,15,15,0.446365652,0.008665489
695,33556,1124,51,Pasco,Pasco-33556,Odessa,"Keystone, Odessa, Trinity",835,Pasco-33556,Odessa,<5,-2,0.329076819,0.002145986
696,33558,1126,29,Hillsborough,Hillsborough-33558,Lutz,"Cheval, Citrus Park, Keystone, Lutz, Northdale, Odessa",430,Hillsborough-33558,Lutz,11,11,0.330449468,0.003227803
697,33558,1127,51,Pasco,Pasco-33558,Lutz,"Keystone, Land O' Lakes, Lutz, Odessa",836,Pasco-33558,Lutz,<5,-2,0.185693089,0.001559262
698,33559,1128,29,Hillsborough,Hillsborough-33559,Lutz,"Tampa, Land O' Lakes, Lutz, University, Wesley Chapel",431,Hillsborough-33559,Lutz,11,11,0.265547594,0.001825294
699,33559,1129,51,Pasco,Pasco-33559,Lutz,"Land O' Lakes, Lutz, Wesley Chapel",837,Pasco-33559,Lutz,<5,-2,0.199342641,0.001221196
700,33563,1130,29,Hillsborough,Hillsborough-33563,Plant City,Plant City,432,Hillsborough-33563,Plant City,93,93,0.363742129,0.003160565
701,33565,1131,29,Hillsborough,Hillsborough-33565,Plant City,"Plant City, Crystal Springs, Thonotosassa",433,Hillsborough-33565,Plant City,16,16,1.02827422,0.019303694
702,33566,1134,29,Hillsborough,Hillsborough-33566,Plant City,"Lakeland, Plant City, Dover",434,Hillsborough-33566,Plant City,40,40,0.634223332,0.006449503
703,33567,1135,29,Hillsborough,Hillsborough-33567,Plant City,"Plant City, Fish Hawk",435,Hillsborough-33567,Plant City,11,11,0.54946434,0.010955914
704,33569,1136,29,Hillsborough,Hillsborough-33569,Riverview,"Bloomingdale, Fish Hawk, Riverview",436,Hillsborough-33569,Riverview,26,26,0.335106514,0.003407853
705,33570,1137,29,Hillsborough,Hillsborough-33570,Ruskin,"Apollo Beach, Ruskin, Sun City Center",437,Hillsborough-33570,Ruskin,62,62,1.85977781,0.01176735
706,33572,1140,29,Hillsborough,Hillsborough-33572,Apollo Beach,"Apollo Beach, Gibsonton, Riverview, Ruskin",438,Hillsborough-33572,Apollo Beach,21,21,0.792296727,0.002768802
707,33573,1141,29,Hillsborough,Hillsborough-33573,Sun City Center,"Apollo Beach, Riverview, Ruskin, Sun City Center",439,Hillsborough-33573,"Ruskin, Sun City Center",37,37,0.339824505,0.004380054
708,33576,1142,51,Pasco,Pasco-33576,San Antonio,"St. Leo, San Antonio, Pasadena Hills",838,Pasco-33576,San Antonio,<5,-2,0.5366392,0.004838048
709,33578,1143,29,Hillsborough,Hillsborough-33578,Riverview,"Apollo Beach, Bloomingdale, Brandon, Gibsonton, Palm River-Clair Mel, Progress Village, Riverview",440,Hillsborough-33578,Riverview,76,76,0.583493881,0.004729036
710,33579,1144,29,Hillsborough,Hillsborough-33579,Riverview,"Apollo Beach, Balm, Fish Hawk, Riverview",441,Hillsborough-33579,Riverview,39,39,0.333059663,0.005122494
711,33584,1145,29,Hillsborough,Hillsborough-33584,Seffner,"Brandon, East Lake-Orient Park, Mango, Seffner, Thonotosassa",442,Hillsborough-33584,Seffner,28,28,0.483622132,0.004953584
712,33585,1147,60,Sumter,Sumter-33585,Sumterville,"Bushnell, Wildwood, Coleman, The Villages",1044,Sumter-33585,Sumterville,5,5,0.696069051,0.010805388
713,33592,1148,29,Hillsborough,Hillsborough-33592,Thonotosassa,"Tampa, Thonotosassa, Wesley Chapel",443,Hillsborough-33592,Thonotosassa,21,21,0.723210086,0.012087449
714,33594,1149,29,Hillsborough,Hillsborough-33594,Valrico,"Brandon, Valrico",444,Hillsborough-33594,Valrico,37,37,0.235142795,0.00228243
715,33596,1150,29,Hillsborough,Hillsborough-33596,Valrico,"Bloomingdale, Brandon, Fish Hawk, Riverview, Valrico",445,Hillsborough-33596,Valrico,15,15,0.318575274,0.00344462
716,33597,1151,27,Hernando,Hernando-33597,Webster,"Lacoochee, Ridge Manor",400,Hernando-33597,,0,0,0.639148313,0.00894875
717,33597,1153,51,Pasco,Pasco-33597,Webster,Lacoochee,839,Pasco-33597,,0,0,0.511185982,0.003058768
718,33597,1155,60,Sumter,Sumter-33597,Webster,"Center Hill, Bushnell, Webster",1045,Sumter-33597,Webster,8,8,1.287365496,0.039716654
719,33598,1156,29,Hillsborough,Hillsborough-33598,Wimauma,"Apollo Beach, Balm, Riverview, Ruskin, Sun City Center, Wimauma",446,Hillsborough-33598,Wimauma,43,43,0.90733085,0.02059363
720,33598,1157,41,Manatee,Manatee-33598,Wimauma,Wimauma,608,Manatee-33598,Wimauma,<5,-2,0.532459429,0.00370125
721,33602,1158,29,Hillsborough,Hillsborough-33602,Tampa,Tampa,447,Hillsborough-33602,Tampa,46,46,0.177113313,7.04E-04
722,33603,1159,29,Hillsborough,Hillsborough-33603,Tampa,"Tampa, Egypt Lake-Leto",448,Hillsborough-33603,Tampa,28,28,0.156141437,0.000995958
723,33604,1160,29,Hillsborough,Hillsborough-33604,Tampa,"Tampa, Egypt Lake-Leto",449,Hillsborough-33604,Tampa,52,52,0.247817477,0.001825474
724,33605,1161,29,Hillsborough,Hillsborough-33605,Tampa,Tampa,450,Hillsborough-33605,Tampa,48,48,0.280738458,0.002419007
725,33606,1162,29,Hillsborough,Hillsborough-33606,Tampa,Tampa,451,Hillsborough-33606,Tampa,30,30,0.261132429,8.07E-04
726,33607,1163,29,Hillsborough,Hillsborough-33607,Tampa,Tampa,452,Hillsborough-33607,Tampa,76,76,0.564053118,0.00236433
727,33609,1164,29,Hillsborough,Hillsborough-33609,Tampa,Tampa,453,Hillsborough-33609,Tampa,25,25,0.255147679,0.00100341
728,33610,1165,29,Hillsborough,Hillsborough-33610,Tampa,"Tampa, East Lake-Orient Park, Mango, Thonotosassa",454,Hillsborough-33610,Tampa,121,121,0.426491944,0.004525446
729,33611,1166,29,Hillsborough,Hillsborough-33611,Tampa,Tampa,455,Hillsborough-33611,Tampa,45,45,0.299310457,0.001573861
730,33612,1167,29,Hillsborough,Hillsborough-33612,Tampa,"Tampa, Carrollwood, Lake Magdalene, University",456,Hillsborough-33612,Tampa,204,204,0.262741351,0.002446907
731,33613,1168,29,Hillsborough,Hillsborough-33613,Tampa,"Tampa, Lake Magdalene, Lutz, University",457,Hillsborough-33613,Tampa,101,101,0.372622244,0.00181777
732,33614,1169,29,Hillsborough,Hillsborough-33614,Tampa,"Tampa, Carrollwood, Egypt Lake-Leto, Town 'n' Country",458,Hillsborough-33614,Tampa,92,92,0.225082138,0.002411042
733,33615,1170,29,Hillsborough,Hillsborough-33615,Tampa,"Tampa, Citrus Park, Town 'n' Country",459,Hillsborough-33615,Tampa,73,73,0.401597285,0.002445532
734,33616,1171,29,Hillsborough,Hillsborough-33616,Tampa,Tampa,460,Hillsborough-33616,Tampa,31,31,0.312049598,9.36E-04
735,33617,1172,29,Hillsborough,Hillsborough-33617,Tampa,"Tampa, Temple Terrace, East Lake-Orient Park",461,Hillsborough-33617,"Tampa, Temple Terrace",78,78,0.288051025,0.002454553
736,33618,1173,29,Hillsborough,Hillsborough-33618,Tampa,"Tampa, Carrollwood, Egypt Lake-Leto, Lake Magdalene, Lutz, Northdale",462,Hillsborough-33618,"Carrollwood, Tampa",26,26,0.332295392,0.002253785
737,33619,1174,29,Hillsborough,Hillsborough-33619,Tampa,"Tampa, Brandon, East Lake-Orient Park, Palm River-Clair Mel, Progress Village",463,Hillsborough-33619,Tampa,135,135,0.62562696,0.007843011
738,33620,1175,29,Hillsborough,Hillsborough-33620,Tampa,Tampa,464,Hillsborough-33620,,0,0,0.086173358,2.25E-04
739,33621,1176,29,Hillsborough,Hillsborough-33621,Tampa,Tampa,465,Hillsborough-33621,Tampa,<5,-2,0.220425884,0.002089859
740,33624,1177,29,Hillsborough,Hillsborough-33624,Tampa,"Carrollwood, Citrus Park, Egypt Lake-Leto, Northdale",466,Hillsborough-33624,Tampa,40,40,0.295710038,0.002301298
741,33625,1178,29,Hillsborough,Hillsborough-33625,Tampa,"Carrollwood, Citrus Park, Keystone, Northdale, Town 'n' Country, Westchase",467,Hillsborough-33625,Tampa,25,25,0.22175195,0.002242011
742,33626,1179,29,Hillsborough,Hillsborough-33626,Tampa,"Oldsmar, Citrus Park, East Lake, Keystone, Town 'n' Country, Westchase",468,Hillsborough-33626,"Tampa, Westchase",28,28,0.25977836,0.003125809
743,33629,1181,29,Hillsborough,Hillsborough-33629,Tampa,Tampa,469,Hillsborough-33629,Tampa,27,27,0.30598732,0.00112392
744,33634,1182,29,Hillsborough,Hillsborough-33634,Tampa,"Tampa, Carrollwood, Citrus Park, Egypt Lake-Leto, Town 'n' Country",470,Hillsborough-33634,Tampa,13,13,0.309062808,0.002060507
745,33635,1183,29,Hillsborough,Hillsborough-33635,Tampa,"Oldsmar, Citrus Park, Town 'n' Country, Westchase",471,Hillsborough-33635,Tampa,18,18,0.442570795,0.001619439
746,33637,1184,29,Hillsborough,Hillsborough-33637,Tampa,"Tampa, Temple Terrace, East Lake-Orient Park, Thonotosassa",472,Hillsborough-33637,"Tampa, Temple Terrace",34,34,0.260351334,0.001829698
747,33647,1185,29,Hillsborough,Hillsborough-33647,Tampa,"Tampa, Lutz, Pebble Creek, University, Wesley Chapel",473,Hillsborough-33647,"Tampa, Tampa Palms",81,81,0.532422603,0.009552284
748,33701,1187,52,Pinellas,Pinellas-33701,Saint Petersburg,St. Petersburg,854,Pinellas-33701,Saint Petersburg,40,40,0.206210836,6.23E-04
749,33702,1188,52,Pinellas,Pinellas-33702,Saint Petersburg,"Pinellas Park, St. Petersburg, Lealman",855,Pinellas-33702,Saint Petersburg,83,83,0.853885188,0.00247952
750,33703,1189,52,Pinellas,Pinellas-33703,Saint Petersburg,"St. Petersburg, Lealman",856,Pinellas-33703,Saint Petersburg,25,25,0.524192336,0.001223426
751,33704,1190,52,Pinellas,Pinellas-33704,Saint Petersburg,St. Petersburg,857,Pinellas-33704,Saint Petersburg,11,11,0.300408722,8.23E-04
752,33705,1191,52,Pinellas,Pinellas-33705,Saint Petersburg,St. Petersburg,858,Pinellas-33705,Saint Petersburg,59,59,0.4229921,0.00153689
753,33706,1192,52,Pinellas,Pinellas-33706,Saint Petersburg,"Madeira Beach, St. Pete Beach, South Pasadena, Treasure Island, St. Petersburg",859,Pinellas-33706,"Saint Petersburg, Treasure Island",12,12,0.881769497,8.95E-04
754,33707,1193,52,Pinellas,Pinellas-33707,Saint Petersburg,"Gulfport, St. Pete Beach, South Pasadena, Treasure Island, St. Petersburg, Bear Creek",860,Pinellas-33707,"Gulfport, Saint Petersburg, South Pasadena",27,27,0.484527393,0.001286054
755,33708,1194,52,Pinellas,Pinellas-33708,Saint Petersburg,"Indian Shores, Madeira Beach, North Redington Beach, Redington Shores, Redington Beach, Seminole, Bay Pines",861,Pinellas-33708,"Madeira Beach, North Redington Beach, Saint Petersburg",10,10,0.730110784,9.97E-04
756,33709,1195,52,Pinellas,Pinellas-33709,Saint Petersburg,"Kenneth City, Pinellas Park, St. Petersburg, Seminole, Lealman, West Lealman",862,Pinellas-33709,"Kenneth City, Saint Petersburg",52,52,0.221346282,0.001274164
757,33710,1196,52,Pinellas,Pinellas-33710,Saint Petersburg,"St. Petersburg, West Lealman",863,Pinellas-33710,Saint Petersburg,39,39,0.18859485,0.001885373
758,33711,1198,52,Pinellas,Pinellas-33711,Saint Petersburg,"Gulfport, St. Petersburg",864,Pinellas-33711,Saint Petersburg,43,43,0.484367842,0.001203314
759,33712,1199,52,Pinellas,Pinellas-33712,Saint Petersburg,St. Petersburg,865,Pinellas-33712,Saint Petersburg,67,67,0.228751492,0.001550444
760,33713,1200,52,Pinellas,Pinellas-33713,Saint Petersburg,"St. Petersburg, Lealman",866,Pinellas-33713,Saint Petersburg,38,38,0.165886709,0.001594955
761,33714,1201,52,Pinellas,Pinellas-33714,Saint Petersburg,"Pinellas Park, St. Petersburg, Lealman",867,Pinellas-33714,Saint Petersburg,22,22,0.13614014,9.68E-04
762,33715,1203,52,Pinellas,Pinellas-33715,Saint Petersburg,"St. Pete Beach, St. Petersburg, Tierra Verde",868,Pinellas-33715,"Saint Petersburg, Tierra Verde",14,14,0.917349632,0.001035928
763,33716,1204,52,Pinellas,Pinellas-33716,Saint Petersburg,"Pinellas Park, St. Petersburg",869,Pinellas-33716,Saint Petersburg,31,31,0.332084655,0.001889001
764,33755,1205,52,Pinellas,Pinellas-33755,Clearwater,"Clearwater, Dunedin",870,Pinellas-33755,Clearwater,27,27,0.166528448,0.001233198
765,33756,1206,52,Pinellas,Pinellas-33756,Clearwater,"Belleair, Belleair Bluffs, Clearwater, Largo",871,Pinellas-33756,"Belleair, Clearwater",59,59,0.269222884,0.001781786
766,33759,1208,52,Pinellas,Pinellas-33759,Clearwater,"Clearwater, Safety Harbor",872,Pinellas-33759,Clearwater,27,27,0.347325003,0.001412066
767,33760,1209,52,Pinellas,Pinellas-33760,Clearwater,"Clearwater, Pinellas Park, Largo, Feather Sound, South Highpoint",873,Pinellas-33760,Clearwater,14,14,0.19304054,0.001354917
768,33761,1210,52,Pinellas,Pinellas-33761,Clearwater,"Clearwater, Safety Harbor, Dunedin, Palm Harbor",874,Pinellas-33761,Clearwater,20,20,0.135954471,0.001110069
769,33762,1211,52,Pinellas,Pinellas-33762,Clearwater,"Pinellas Park, Largo, St. Petersburg, Feather Sound",875,Pinellas-33762,Clearwater,5,5,0.383895646,0.001738517
770,33763,1212,52,Pinellas,Pinellas-33763,Clearwater,"Clearwater, Dunedin, Greenbriar",876,Pinellas-33763,Clearwater,23,23,0.168268044,8.50E-04
771,33764,1213,52,Pinellas,Pinellas-33764,Clearwater,"Clearwater, Largo, South Highpoint",877,Pinellas-33764,Clearwater,17,17,0.350824805,0.001690813
772,33765,1214,52,Pinellas,Pinellas-33765,Clearwater,Clearwater,878,Pinellas-33765,Clearwater,18,18,0.138171177,9.81E-04
773,33767,1215,52,Pinellas,Pinellas-33767,Clearwater Beach,"Clearwater, Dunedin",879,Pinellas-33767,Clearwater Beach,11,11,0.50516441,4.92E-04
774,33770,1216,52,Pinellas,Pinellas-33770,Largo,"Belleair, Belleair Bluffs, Largo, Harbor Bluffs, Ridgecrest",880,Pinellas-33770,"Belleair Bluffs, Largo",30,30,0.270170392,0.001197548
775,33771,1217,52,Pinellas,Pinellas-33771,Largo,"Pinellas Park, Largo",881,Pinellas-33771,Largo,50,50,0.226804407,0.001377139
776,33772,1218,52,Pinellas,Pinellas-33772,Seminole,"Seminole, Bay Pines",882,Pinellas-33772,Seminole,65,65,0.207969237,0.001336349
777,33773,1219,52,Pinellas,Pinellas-33773,Largo,"Pinellas Park, Largo, Bardmoor",883,Pinellas-33773,Largo,30,30,0.203289849,0.001549254
778,33774,1220,52,Pinellas,Pinellas-33774,Largo,"Indian Rocks Beach, Indian Shores, Largo, Seminole, Harbor Bluffs, Ridgecrest",884,Pinellas-33774,Largo,34,34,0.189767834,0.001204307
779,33776,1221,52,Pinellas,Pinellas-33776,Seminole,"Indian Shores, Redington Shores, Seminole",885,Pinellas-33776,Seminole,19,19,0.181839102,8.91E-04
780,33777,1222,52,Pinellas,Pinellas-33777,Seminole,"Pinellas Park, Seminole, Bardmoor",886,Pinellas-33777,"Largo, Seminole",57,57,0.212584351,0.001389512
781,33778,1223,52,Pinellas,Pinellas-33778,Largo,"Largo, Seminole, Ridgecrest",887,Pinellas-33778,"Largo, Seminole",20,20,0.164136881,8.23E-04
782,33781,1224,52,Pinellas,Pinellas-33781,Pinellas Park,"Pinellas Park, Bardmoor, Lealman, West Lealman",888,Pinellas-33781,Pinellas Park,39,39,0.231944782,0.001540552
783,33782,1225,52,Pinellas,Pinellas-33782,Pinellas Park,"Pinellas Park, St. Petersburg, Bardmoor",889,Pinellas-33782,Pinellas Park,27,27,0.232136773,0.001395908
784,33785,1226,52,Pinellas,Pinellas-33785,Indian Rocks Beach,"Belleair Beach, Belleair Shore, Indian Rocks Beach, Indian Shores, Largo",890,Pinellas-33785,"Indian Rocks Beach, Indian Shores",11,11,0.306355337,3.28E-04
785,33786,1227,52,Pinellas,Pinellas-33786,Belleair Beach,"Belleair Beach, Belleair Shore, Clearwater, Indian Rocks Beach",891,Pinellas-33786,Belleair Beach,<5,-2,0.151415724,1.27E-04
786,33801,1228,53,Polk,Polk-33801,Lakeland,"Lakeland, Combee Settlement, Crystal Lake, Fussels Corner",902,Polk-33801,Lakeland,72,72,0.365500152,0.004543002
787,33803,1229,53,Polk,Polk-33803,Lakeland,"Lakeland, Highland City",903,Polk-33803,Lakeland,35,35,0.429764214,0.003552094
788,33805,1230,53,Polk,Polk-33805,Lakeland,"Lakeland, Combee Settlement",904,Polk-33805,Lakeland,77,77,0.428010001,0.005141553
789,33809,1232,53,Polk,Polk-33809,Lakeland,"Lakeland, Polk City",905,Polk-33809,Lakeland,46,46,0.871790144,0.021849294
790,33810,1234,29,Hillsborough,Hillsborough-33810,Lakeland,"Lakeland, Kathleen",474,Hillsborough-33810,,0,0,0.355467504,0.002775385
791,33810,1235,53,Polk,Polk-33810,Lakeland,"Lakeland, Kathleen",906,Polk-33810,Lakeland,53,53,0.500427299,0.01085229
792,33811,1237,53,Polk,Polk-33811,Lakeland,"Lakeland, Plant City, Fuller Heights, Medulla, Willow Oak",907,Polk-33811,Lakeland,12,12,0.322255466,0.006645984
793,33812,1238,53,Polk,Polk-33812,Lakeland,"Lakeland, Highland City, Lakeland Highlands",908,Polk-33812,Lakeland,16,16,0.280830459,0.002886699
794,33813,1239,53,Polk,Polk-33813,Lakeland,"Lakeland, Bartow, Mulberry, Highland City, Lakeland Highlands, Medulla",909,Polk-33813,Lakeland,112,112,0.544788416,0.006885689
795,33815,1241,53,Polk,Polk-33815,Lakeland,"Lakeland, Plant City",910,Polk-33815,Lakeland,19,19,0.284357029,0.001867309
796,33823,1242,53,Polk,Polk-33823,Auburndale,"Lakeland, Lake Alfred, Winter Haven, Auburndale, Fussels Corner, Inwood, Jan Phyl Village",911,Polk-33823,Auburndale,37,37,0.60599094,0.01243705
797,33825,1243,25,Hardee,Hardee-33825,Avon Park,Avon Park,390,Hardee-33825,,0,0,0.251073555,0.001980487
798,33825,1244,28,Highlands,Highlands-33825,Avon Park,Avon Park,411,Highlands-33825,Avon Park,36,36,1.191321946,0.042312723
799,33825,1246,53,Polk,Polk-33825,Avon Park,Frostproof,912,Polk-33825,,0,0,0.500842113,0.001412721
800,33827,1247,53,Polk,Polk-33827,Babson Park,"Frostproof, Hillcrest Heights, Babson Park",913,Polk-33827,Babson Park,<5,-2,0.490989031,0.004379143
801,33830,1248,53,Polk,Polk-33830,Bartow,"Bartow, Fort Meade, Mulberry, Eagle Lake, Winter Haven, Alturas, Highland City, Homeland",914,Polk-33830,Bartow,62,62,1.370664269,0.036854332
802,33834,1249,25,Hardee,Hardee-33834,Bowling Green,"Bowling Green, Fort Green, Fort Green Springs",391,Hardee-33834,Bowling Green,45,45,0.894320761,0.017620453
803,33834,1252,53,Polk,Polk-33834,Bowling Green,Bowling Green,915,Polk-33834,,0,0,1.054530541,0.010997134
804,33837,1254,53,Polk,Polk-33837,Davenport,"Haines City, Davenport, Loughman, Poinciana",916,Polk-33837,Davenport,35,35,0.699420785,0.015484876
805,33838,1255,53,Polk,Polk-33838,Dundee,"Dundee, Lake Hamilton, Winter Haven, Waverly",917,Polk-33838,Dundee,<5,-2,0.328485667,0.001769413
806,33839,1256,53,Polk,Polk-33839,Eagle Lake,"Eagle Lake, Winter Haven, Wahneta",918,Polk-33839,Eagle Lake,6,6,0.189471964,8.05E-04
807,33841,1259,53,Polk,Polk-33841,Fort Meade,"Bartow, Fort Meade, Alturas, Bradley Junction, Brewster",919,Polk-33841,Fort Meade,13,13,1.401226119,0.046153273
808,33843,1262,53,Polk,Polk-33843,Frostproof,Frostproof,920,Polk-33843,Frostproof,13,13,1.779613076,0.063031235
809,33844,1264,53,Polk,Polk-33844,Haines City,"Dundee, Lake Alfred, Lake Hamilton, Winter Haven, Haines City, Davenport, Grenelefe, Poinciana",921,Polk-33844,Haines City,29,29,1.416693848,0.024633743
810,33849,1267,53,Polk,Polk-33849,Kathleen,Kathleen,922,Polk-33849,Kathleen,<5,-2,0.329354115,0.006142822
811,33850,1268,53,Polk,Polk-33850,Lake Alfred,"Lake Alfred, Winter Haven, Auburndale",923,Polk-33850,Lake Alfred,6,6,0.478281828,0.004825978
812,33852,1272,28,Highlands,Highlands-33852,Lake Placid,Lake Placid,412,Highlands-33852,Lake Placid,17,17,1.985222597,0.076494812
813,33853,1273,53,Polk,Polk-33853,Lake Wales,Lake Wales,924,Polk-33853,Lake Wales,36,36,0.249331689,0.002201628
814,33854,1274,53,Polk,Polk-33854,Lakeshore,Lakeshore,925,Polk-33854,,0,0,0.023382748,4.06E-05
815,33855,1275,53,Polk,Polk-33855,Indian Lake Estates,Indian Lake Estates,926,Polk-33855,Indian Lake Estates,<5,-2,0.225509033,0.002439186
816,33856,1276,53,Polk,Polk-33856,Nalcrest,Nalcrest,927,Polk-33856,,0,0,0.03022116,3.91E-05
817,33857,1278,28,Highlands,Highlands-33857,Lorida,Lorida,413,Highlands-33857,,0,0,1.836626911,0.044516716
818,33859,1280,53,Polk,Polk-33859,Lake Wales,"Lake Wales, Dundee, Winter Haven, Highland Park, Alturas, Crooked Lake Park, Waverly",928,Polk-33859,Lake Wales,7,7,1.112767202,0.013592037
819,33860,1282,53,Polk,Polk-33860,Mulberry,"Mulberry, Bradley Junction, Brewster, Fuller Heights, Lakeland Highlands, Medulla, Willow Oak",929,Polk-33860,Mulberry,26,26,0.964772911,0.021926558
820,33865,1284,25,Hardee,Hardee-33865,Ona,"Limestone, Ona",392,Hardee-33865,Ona,<5,-2,1.003526262,0.040083149
821,33867,1287,53,Polk,Polk-33867,River Ranch,River Ranch,930,Polk-33867,,0,0,0.113917825,6.51E-04
822,33868,1289,53,Polk,Polk-33868,Polk City,"Lakeland, Lake Alfred, Polk City, Auburndale",931,Polk-33868,Polk City,<5,-2,1.156248338,0.041441738
